排名,名称,跑分,核心数,线程数,频率,上市时间,详情页
284,Intel Core i5 11400F,160,6,12,2.6GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i5-11400f
285,AMD Ryzen 7 5800HS,159,8,16,2.8GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-7-5800hs
286,AMD Ryzen 7 5700U,158,8,16,1.8GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-7-5700u
287,AMD Ryzen 7 7735U,157,8,16,2.7GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7735u
288,Intel Core Ultra 5 125H,157,14,18,1.2GHz,2023.12,https://www.topcpu.net/cpu/intel-core-ultra-5-125h
289,Intel Core i7 8700K,156,6,12,3.7GHz,2017.10,https://www.topcpu.net/cpu/intel-core-i7-8700k
290,Intel Core i5 12450H,156,8,12,2GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12450h
291,AMD Ryzen 5 3600,155,6,12,3.6GHz,2019.07,https://www.topcpu.net/cpu/amd-ryzen-5-3600
292,AMD Ryzen 9 4900HS,155,8,16,3.0GHz,2020.03,https://www.topcpu.net/cpu/amd-ryzen-9-4900hs
293,AMD Ryzen 5 5600X3D,154,6,12,3.3GHz,2024.01,https://www.topcpu.net/cpu/amd-ryzen-5-5600x3d
294,AMD Ryzen 7 4800H,154,8,16,2.9GHz,2020.01,https://www.topcpu.net/cpu/amd-ryzen-7-4800h
295,Intel Core i7 1360P,154,12,16,2.2GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-1360p
296,Intel Core i5 10600KF,154,6,12,4.1GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i5-10600kf
297,Intel Core i9 12900T,153,16,24,1.4GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i9-12900t
298,Intel Core i5 11260H,152,6,12,2.1-2.6GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i5-11260h
299,Intel Core i5 13420H,152,8,12,2.1GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13420h
300,AMD Ryzen 5 5600H,151,6,12,3.3GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-5-5600h
301,AMD Ryzen 7 5825U,150,8,16,2.0GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-7-5825u
302,Intel Xeon E5-2666 v3,149,10,20,2.9GHz,2014.11,https://www.topcpu.net/cpu/intel-xeon-e5-2666-v3
303,Intel Core i7 1260P,149,12,16,2.1GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i7-1260p
304,Intel Core i7 10870H,148,8,16,2.2GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i7-10870h
305,Intel Xeon E5-1660 v3,146,8,16,3GHz,2014.09,https://www.topcpu.net/cpu/intel-xeon-e5-1660-v3
306,AMD Ryzen 5 3600XT,146,6,12,3.8GHz,2020.07,https://www.topcpu.net/cpu/amd-ryzen-5-3600xt
307,Apple M2,146,8,8,3.5GHz,2022.06,https://www.topcpu.net/cpu/apple-m2
308,AMD Ryzen 5 5625U,146,6,12,2.3GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-5-5625u
309,Intel Core i9 11900,145,8,16,2.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900
310,Intel Core i5 11600KF,145,6,12,3.9GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i5-11600kf
311,AMD Ryzen 5 4500,145,6,12,3.6GHz,2022.04,https://www.topcpu.net/cpu/amd-ryzen-5-4500
312,Intel Core i5 10600K,144,6,12,4.1GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i5-10600k
313,Intel Xeon w3-2423,144,6,12,2.1GHz,2023.02,https://www.topcpu.net/cpu/intel-xeon-w3-2423
314,AMD Ryzen 5 5600GT,144,6,12,3.6GHz,2024.01,https://www.topcpu.net/cpu/amd-ryzen-5-5600gt
315,AMD Ryzen 5 PRO 8640HS,144,6,12,3.5GHz,2024.04,https://www.topcpu.net/cpu/amd-ryzen-5-pro-8640hs
316,AMD Ryzen 7 4700GE,143,8,16,3.6GHz,2020.07,https://www.topcpu.net/cpu/amd-ryzen-7-4700ge
317,Intel Core i5 10400F,143,6,12,2.9GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i5-10400f
318,Intel Core i7 8700,143,6,12,3.2GHz,2017.10,https://www.topcpu.net/cpu/intel-core-i7-8700
319,AMD Ryzen 5 7540U,142,6,12,3.2GHz,2023.05,https://www.topcpu.net/cpu/amd-ryzen-5-7540u
320,Intel Core i9 9880H,142,8,16,2.3GHz,2019.04,https://www.topcpu.net/cpu/intel-core-i9-9880h
321,Intel Core i9 9980HK,142,8,16,2.4GHz,2019.04,https://www.topcpu.net/cpu/intel-core-i9-9980hk
322,Intel Xeon E5-2670 v3,141,12,24,2.3GHz,2014.09,https://www.topcpu.net/cpu/intel-xeon-e5-2670-v3
323,AMD Ryzen 5 7535HS,141,6,12,3.3GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-5-7535hs
324,Intel Core i7 9700K,141,8,8,3.6GHz,2018.10,https://www.topcpu.net/cpu/intel-core-i7-9700k
325,Intel Core i7 8086K,141,6,12,4.0GHz,2018.06,https://www.topcpu.net/cpu/intel-core-i7-8086k
326,Intel Core i9 10885H,140,8,16,2.4GHz,2020.04,https://www.topcpu.net/cpu/intel-core-i9-10885h
327,Intel Core Ultra 7 155U,140,12,14,1.7GHz,2023.12,https://www.topcpu.net/cpu/intel-core-ultra-7-155u
328,AMD EPYC 7763,139,64,128,2.45GHz,2021.03,https://www.topcpu.net/cpu/amd-epyc-7763
329,AMD Ryzen 5 Pro 4650G,139,6,12,3.7GHz,2020.07,https://www.topcpu.net/cpu/amd-ryzen-5-pro-4650g
330,Intel Core i7 10875H,139,8,16,2.3GHz,2020.04,https://www.topcpu.net/cpu/intel-core-i7-10875h
331,Intel Core i5 10500,138,6,12,3.1GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i5-10500
332,Intel Core Ultra 9 288V,138,8,8,3.3GHz,2024.09,https://www.topcpu.net/cpu/intel-core-ultra-9-288v
333,Intel Xeon E5-2650 v3,137,10,20,2.3GHz,2014.09,https://www.topcpu.net/cpu/intel-xeon-e5-2650-v3
334,Intel Core i5 12500,136,6,12,3.0GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12500
335,Intel Xeon E5-2683 v3,136,14,28,2GHz,2014.09,https://www.topcpu.net/cpu/intel-xeon-e5-2683-v3
336,Intel Core i5 10600,136,6,12,3.3GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i5-10600
337,AMD Ryzen 5 7530U,136,6,12,2.0GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-5-7530u
