排名,名称,跑分,规格,上市时间,详情页
21,MediaTek Dimensity 8550,3088,8C @ 3400MHz  - 2026.05,2026.05,https://www.topcpu.net/cpu/mediatek-dimensity-8550
22,Apple M2 iPad,2918,8C @ 3490MHz  - 2022.06,2022.06,https://www.topcpu.net/cpu/apple-m2-ipad
23,Apple M1 iPad,2617,8C @ 3200MHz  - 2020.11,2020.11,https://www.topcpu.net/cpu/apple-m1-ipad
24,Google Tensor G4,2526,8C @ 3100MHz  - 2024.08,2024.08,https://www.topcpu.net/cpu/google-tensor-g4
25,Qualcomm Snapdragon 8 Gen 1,2512,8C @ 3000MHz  - 2021.12,2021.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-8-gen-1
26,Apple A19 Pro,2488,6C @ 4260MHz  - 2025.09,2025.09,https://www.topcpu.net/cpu/apple-a19-pro
27,Qualcomm Snapdragon 8 Gen 5,2457,8C @ 3800MHz  - 2025.11,2025.11,https://www.topcpu.net/cpu/qualcomm-snapdragon-8-gen-5
28,Google Tensor G3,2415,9C @ 2910MHz  - 2023.10,2023.10,https://www.topcpu.net/cpu/google-tensor-g3
29,HiSilicon Kirin 9000,2331,8C @ 3130MHz  - 2020.10,2020.10,https://www.topcpu.net/cpu/hisilicon-kirin-9000
30,MediaTek Dimensity 8400,2329,8C @ 3250MHz  - 2024.12,2024.12,https://www.topcpu.net/cpu/mediatek-dimensity-8400
31,MediaTek Dimensity 8450,2329,8C @ 3250MHz  - 2025.05,2025.05,https://www.topcpu.net/cpu/mediatek-dimensity-8450
32,Apple A18 Pro,2289,6C @ 4050MHz  - 2024.09,2024.09,https://www.topcpu.net/cpu/apple-a18-pro
33,Google Tensor,2170,8C @ 2800MHz  - 2021.10,2021.10,https://www.topcpu.net/cpu/google-tensor
34,MediaTek Dimensity 8350,2150,8C @ 3350MHz  - 2024.11,2024.11,https://www.topcpu.net/cpu/mediatek-dimensity-8350
35,Apple A17 Pro,2147,6C @ 3780MHz  - 2023.09,2023.09,https://www.topcpu.net/cpu/apple-a17-pro
36,HiSilicon Kirin 9000E,2137,8C @ 3130MHz  - 2020.10,2020.10,https://www.topcpu.net/cpu/hisilicon-kirin-9000e
37,Apple A18,1907,6C @ 4050MHz  - 2024.09,2024.09,https://www.topcpu.net/cpu/apple-a18
