排名,名称,跑分,核心数,线程数,频率,上市时间,详情页
156,Intel Core i9 9900X,10704,10,20,3.5GHz,2018.10,https://www.topcpu.net/cpu/intel-core-i9-9900x
157,Intel Core i7 1360P,10671,12,16,2.2GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-1360p
158,Intel Core i9 10850K,10664,10,20,3.6GHz,2020.07,https://www.topcpu.net/cpu/intel-core-i9-10850k
159,AMD Ryzen 7 5800X,10572,8,16,3.8GHz,2020.10,https://www.topcpu.net/cpu/amd-ryzen-7-5800x
160,AMD Ryzen 7 7840U,10387,8,16,3.3GHz,2023.05,https://www.topcpu.net/cpu/amd-ryzen-7-7840u
161,Intel Core i7 1280P,10341,14,20,1.8GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i7-1280p
162,Intel Xeon W-1390,10301,8,16,2.8GHz,2021.05,https://www.topcpu.net/cpu/xeon-w-1390
163,Intel Core i5 12500H,10215,12,16,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12500h
164,Intel Core i9 11900KF,10209,8,16,3.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900kf
165,Intel Core i9 7900X,10189,10,20,3.3GHz,2017.05,https://www.topcpu.net/cpu/intel-core-i9-7900x
166,AMD Ryzen 5 7640HS,10174,6,12,4.3GHz,2023.04,https://www.topcpu.net/cpu/amd-ryzen-5-7640hs
167,Intel Core i9 10900F,10172,10,20,2.8GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i9-10900f
168,AMD Ryzen 9 6900HX,10087,8,16,3.3GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-9-6900hx
169,Intel Core i7 11700K,10087,8,16,3.6GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i7-11700k
170,AMD Ryzen Threadripper 1920X,10059,12,24,3.5GHz,2017.08,https://www.topcpu.net/cpu/amd-ryzen-threadripper-1920x
171,AMD Ryzen 5 7500F,10015,6,12,3.7GHz,2023.07,https://www.topcpu.net/cpu/amd-ryzen-5-7500f
172,AMD Ryzen 7 6800H,9924,8,16,3.2GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-7-6800h
173,Intel Core i7 11700KF,9915,8,16,3.6GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i7-11700kf
174,AMD Ryzen Z1 Extreme,9906,8,16,3.3GHz,2024.04,https://www.topcpu.net/cpu/amd-ryzen-z1-extreme
175,Intel Core i9 11980HK,9846,8,16,2.6-3.3GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i9-11980hk
176,Intel Core i5 1350P,9830,12,16,1.9GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-1350p
177,AMD Ryzen 7 7735HS,9829,8,16,3.2GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7735hs
178,Intel Xeon E5-2649 v3,9774,10,20,2.3GHz,2014.09,https://www.topcpu.net/cpu/intel-xeon-e5-2649-v3
179,Intel Core i9 10900,9749,10,20,2.8GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i9-10900
180,Intel Xeon E5-4667 v3,9664,16,32,2GHz,2015.06,https://www.topcpu.net/cpu/intel-xeon-e5-4667-v3
181,Intel Core i7 9800X,9648,8,16,3.8GHz,2018.10,https://www.topcpu.net/cpu/intel-core-i7-9800x
182,Intel Core i7 11700,9636,8,16,2.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i7-11700
183,Intel Core i9 9900KS,9636,8,16,4.0GHz,2019.10,https://www.topcpu.net/cpu/intel-core-i9-9900ks
184,Intel Core i9 11900,9598,8,16,2.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900
185,Intel Core i5 1340P,9574,12,16,1.9GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-1340p
186,Intel Core i9 11900F,9523,8,16,2.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900f
187,AMD Ryzen 7 3800X,9479,8,16,3.9GHz,2019.07,https://www.topcpu.net/cpu/amd-ryzen-7-3800x
188,AMD Ryzen 7 5700X,9452,8,16,3.4GHz,2022.04,https://www.topcpu.net/cpu/amd-ryzen-7-5700x
189,AMD Ryzen 7 5700G,9406,8,16,3.8GHz,2021.04,https://www.topcpu.net/cpu/amd-ryzen-7-5700g
190,Intel Xeon Gold 6421N,9394,32,64,1.8GHz,2023.01,https://www.topcpu.net/cpu/intel-xeon-gold-6421n
191,AMD Ryzen 7 5800,9390,8,16,3.4GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-7-5800
192,AMD Ryzen 7 3800XT,9327,8,16,3.9GHz,2020.07,https://www.topcpu.net/cpu/amd-ryzen-7-3800xt
193,Intel Core i9 11950H,9258,8,16,2.1-2.6GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i9-11950h
194,AMD Ryzen 7 7735U,9256,8,16,2.7GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7735u
195,Intel Core i7 6950X,9253,10,20,3.0GHz,2016.05,https://www.topcpu.net/cpu/intel-core-i7-6950x
196,Intel Core i7 1365U,9218,10,12,1.8GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-1365u
197,AMD Ryzen 9 6900HS,9154,8,16,3.3GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-9-6900hs
198,AMD Ryzen 7 7736U,9135,8,16,27GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7736u
199,Intel Core i7 1260P,9118,12,16,2.1GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i7-1260p
200,Intel Xeon E5-2628L v3,9118,10,20,2GHz,2014.09,https://www.topcpu.net/cpu/intel-xeon-e5-2628l-v3
201,Apple M2,8942,8,8,3.5GHz,2022.06,https://www.topcpu.net/cpu/apple-m2
202,Intel Core i9 9900KF,8856,8,16,3.6GHz,2019.01,https://www.topcpu.net/cpu/intel-core-i9-9900kf
203,AMD Ryzen 7 6800HS,8842,8,16,3.2GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-7-6800hs
204,AMD Ryzen 5 5600X,8821,6,12,3.7GHz,2020.10,https://www.topcpu.net/cpu/amd-ryzen-5-5600x
205,Intel Core i7 11700F,8821,8,16,2.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i7-11700f
206,Intel Core i7 11800H,8812,8,16,1.9-2.3GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i7-11800h
207,AMD Ryzen 5 7640U,8800,6,12,3.5GHz,2023.05,https://www.topcpu.net/cpu/amd-ryzen-5-7640u
208,AMD Ryzen 9 5900H,8790,8,16,3.3GHz,2021.04,https://www.topcpu.net/cpu/amd-ryzen-9-5900h
209,AMD Opteron 6274,8789,16,16,2.2GHz,2011.11,https://www.topcpu.net/cpu/opteron-6274
210,Intel Core i7 12650HX,8733,14,20,2.0GHz,2022.05,https://www.topcpu.net/cpu/intel-core-i7-12650hx
211,Intel Core i5 12600HX,8725,12,16,2.5GHz,2022.05,https://www.topcpu.net/cpu/intel-core-i5-12600hx
212,Intel Core i5 12500,8674,6,12,3.0GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12500
213,Intel Core i5 12400,8662,6,12,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12400
214,Intel Core i7 1270P,8656,12,16,2.2GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i7-1270p
215,Intel Core i7 10700K,8629,8,16,3.8GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i7-10700k
216,Intel Core i7 10700KF,8628,8,16,3.8GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i7-10700kf
217,Intel Core i7 11850H,8556,8,16,2.1-2.5GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i7-11850h
218,Intel Core i5 12400F,8519,6,12,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12400f
219,Intel Core i7 7820X,8504,8,16,3.6GHz,2017.05,https://www.topcpu.net/cpu/intel-core-i7-7820x
220,Intel Core i5 12600,8457,6,12,3.3GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12600
