排名,名称,跑分,核心数,线程数,频率,上市时间,详情页
26,Intel Core i7 12700KF,2031,12,20,3.6GHz,2021.10,https://www.topcpu.net/cpu/intel-core-i7-12700kf
27,Intel Core i7 13700F,2029,16,24,2.1GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-13700f
28,AMD Ryzen 7 7745HX,2029,8,16,3.6GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7745hx
29,Intel Core i9 13950HX,2028,24,32,2.2GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i9-13950hx
30,Intel Core i9 13900HX,2025,24,32,2.2GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i9-13900hx
31,Intel Core i7 13700,2024,16,24,2.1GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-13700
32,Intel Core i7 13790F,2012,16,24,2.1GHz,2023.02,https://www.topcpu.net/cpu/intel-core-i7-13790f
33,AMD Ryzen 9 7940HS,2010,8,16,4.0GHz,2023.04,https://www.topcpu.net/cpu/amd-ryzen-9-7940hs
34,Apple M2 Max,2004,12,12,3.5GHz,2023.01,https://www.topcpu.net/cpu/apple-m2-max
35,Intel Core i5 13600K,2002,14,20,3.5GHz,2022.09,https://www.topcpu.net/cpu/intel-core-i5-13600k
36,Apple M2 Pro,1986,12,12,3.5GHz,2023.01,https://www.topcpu.net/cpu/apple-m2-pro
37,Intel Core i9 12900K,1970,16,24,"3,2GHz",2021.10,https://www.topcpu.net/cpu/intel-core-i9-12900k
38,Intel Core i9 12900KF,1970,16,24,3.2GHz,2021.10,https://www.topcpu.net/cpu/intel-core-i9-12900kf
39,AMD Ryzen 5 7500F,1969,6,12,3.7GHz,2023.07,https://www.topcpu.net/cpu/amd-ryzen-5-7500f
40,AMD Ryzen 9 8945HS,1965,8,16,4.0GHz,2023.12,https://www.topcpu.net/cpu/amd-ryzen-9-8945hs
41,Intel Core i9 13900HK,1964,14,20,2.6GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i9-13900hk
42,Apple M2 Ultra,1956,24,24,3.5GHz,2023.05,https://www.topcpu.net/cpu/apple-m2-ultra
43,Intel Core i5 13600KF,1952,14,20,3.5GHz,2022.09,https://www.topcpu.net/cpu/intel-core-i5-13600kf
44,AMD Ryzen 7 7800X3D,1940,8,16,4.4GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7800x3d
45,AMD Ryzen 7 7840HS,1915,8,16,3.8GHz,2023.04,https://www.topcpu.net/cpu/amd-ryzen-7-7840hs
46,Apple M2,1914,8,8,3.5GHz,2022.06,https://www.topcpu.net/cpu/apple-m2
47,Intel Core i5 12600K,1910,10,16,3.7GHz,2021.10,https://www.topcpu.net/cpu/intel-core-i5-12600k
48,AMD Ryzen 7 7840H,1909,8,16,3.8GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7840h
49,Intel Core i7 13850HX,1907,20,28,2.1GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-13850hx
50,AMD Ryzen 7 7840U,1907,8,16,3.3GHz,2023.05,https://www.topcpu.net/cpu/amd-ryzen-7-7840u
51,Intel Core Ultra 9 185H,1902,16,22,2.3GHz,2023.12,https://www.topcpu.net/cpu/intel-core-ultra-9-185h
52,Intel Core i9 12900HX,1896,16,24,2.3GHz,2022.05,https://www.topcpu.net/cpu/intel-core-i9-12900hx
53,AMD Ryzen 5 7645HX,1895,6,12,4.0GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-5-7645hx
54,Intel Core i9 12950HX,1893,16,24,2.3GHz,2022.05,https://www.topcpu.net/cpu/intel-core-i9-12950hx
55,Intel Core i7 13700H,1885,14,20,2.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-13700h
56,Intel Core i7 13800H,1874,14,20,2.5GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-13800h
57,Intel Core i7 13700HX,1859,16,24,2.1GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-13700hx
58,Intel Core i5 13600,1859,14,20,2.7GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13600
59,AMD Ryzen 5 7640U,1859,6,12,3.5GHz,2023.05,https://www.topcpu.net/cpu/amd-ryzen-5-7640u
60,Intel Core i7 1370P,1850,14,20,1.9GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-1370p
61,Intel Core i9 13900H,1842,14,20,2.6GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i9-13900h
62,AMD Ryzen Z1 Extreme,1841,8,16,3.3GHz,2024.04,https://www.topcpu.net/cpu/amd-ryzen-z1-extreme
63,Intel Core i5 12600KF,1839,10,16,3.7GHz,2021.10,https://www.topcpu.net/cpu/intel-core-i5-12600kf
64,Intel Core i9 12900H,1839,14,20,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i9-12900h
65,AMD Ryzen 5 7640HS,1838,6,12,4.3GHz,2023.04,https://www.topcpu.net/cpu/amd-ryzen-5-7640hs
66,Intel Core i5 13500,1835,14,20,2.5GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13500
67,Intel Core i9 13905H,1831,14,20,2.6GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i9-13905h
68,Intel Core i9 11900K,1829,8,16,3.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900k
69,Intel Core i7 13650HX,1822,14,20,2.6GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-13650hx
70,AMD Ryzen 9 5950X,1819,16,32,3.4GHz,2020.10,https://www.topcpu.net/cpu/amd-ryzen-9-5950x
71,Intel Core i7 1360P,1818,12,16,2.2GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-1360p
72,Intel Core i7 12700,1799,12,20,2.1GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i7-12700
73,Intel Core i9 12900HK,1793,14,20,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i9-12900hk
74,Intel Core i5 12600,1793,6,12,3.3GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12600
75,Intel Core i5 13600HX,1793,14,20,2.6GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13600hx
76,Intel Core i5 13400F,1790,10,16,2.5GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13400f
77,Intel Core i7 12850HX,1788,16,24,2.1GHz,2022.05,https://www.topcpu.net/cpu/intel-core-i7-12850hx
78,Intel Core i5 13450HX,1784,10,16,2.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13450hx
79,Apple M1 Max,1783,10,10,3.2GHz,2021.10,https://www.topcpu.net/cpu/apple-m1-max
80,Intel Core i7 13620H,1776,10,16,2.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-13620h
81,Intel Core i7 12650H,1772,10,16,2.3GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i7-12650h
82,Apple M1 Ultra,1768,20,20,3.2GHz,2022.03,https://www.topcpu.net/cpu/apple-m1-ultra
83,Intel Core i9 11900KF,1768,8,16,3.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900kf
84,Intel Core i7 13705H,1768,14,20,2.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-13705h
85,Intel Core i5 13500HX,1766,14,20,2.5GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13500hx
86,Intel Xeon W-1390,1759,8,16,2.8GHz,2021.05,https://www.topcpu.net/cpu/xeon-w-1390
87,Apple M1,1757,8,8,2.1GHz,2020.11,https://www.topcpu.net/cpu/apple-m1
88,Intel Core i7 12800HX,1757,16,24,2.0GHz,2022.05,https://www.topcpu.net/cpu/intel-core-i7-12800hx
89,AMD Ryzen 5 7535HS,1757,6,12,3.3GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-5-7535hs
90,Apple M1 Pro,1756,10,10,2.0GHz,2021.10,https://www.topcpu.net/cpu/apple-m1-pro
91,Intel Core i7 1260P,1756,12,16,2.1GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i7-1260p
92,Intel Core i7 12800H,1755,14,20,2.4GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i7-12800h
93,Intel Core i5 11600KF,1737,6,12,3.9GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i5-11600kf
94,Intel Core i5 12500,1737,6,12,3.0GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12500
95,Intel Core i7 1280P,1737,14,20,1.8GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i7-1280p
96,Intel Core i7 12700H,1731,14,20,2.3GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i7-12700h
97,Intel Core i5 13400,1729,10,16,2.5GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13400
98,AMD EPYC 9184X,1717,16,32,3.55GHz,2023.06,https://www.topcpu.net/cpu/amd-epyc-9184x
99,AMD Ryzen 9 5900,1715,12,24,3.0GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-9-5900
100,Intel Core i5 13500H,1714,12,16,2.6GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13500h
101,Intel Core i5 13600H,1713,12,16,2.8GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13600h
102,Intel Core i7 11700KF,1709,8,16,3.6GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i7-11700kf
103,Intel Core i9 11900,1709,8,16,2.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900
104,Intel Core i9 11900T,1709,8,16,1.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900t
105,Intel Core i7 1355U,1709,10,12,1.7GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-1355u
106,Intel Core i7 1365U,1709,10,12,1.8GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-1365u
107,Intel Core i7 11700K,1704,8,16,3.6GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i7-11700k
108,Intel Core i9 11900F,1704,8,16,2.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900f
109,Intel Core i5 13505H,1704,12,16,2.7GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13505h
110,Intel Core i7 12700F,1703,12,20,2.1GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i7-12700f
111,Intel Core i5 1345U,1703,10,12,1.6GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-1345u
112,Intel Core i5 1335U,1700,10,12,1.3GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-1335u
113,Intel Core i7 1265U,1699,10,12,1.8GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i7-1265u
114,Intel Core i3 12100,1697,4,8,3.3GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i3-12100
115,Intel Core i3 13100F,1688,4,8,3.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i3-13100f
116,Intel Core i3 13100,1688,4,8,3.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i3-13100
117,Intel Core i5 13420H,1688,8,12,2.1GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13420h
118,Intel Core i5 11600,1680,6,12,2.8GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i5-11600
119,Intel Core i9 11980HK,1680,8,16,2.6-3.3GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i9-11980hk
120,Intel Core i5 1350P,1673,12,16,1.9GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-1350p
121,Intel Xeon E-2324G,1668,4,4,3.1GHz,2021.09,https://www.topcpu.net/cpu/intel-xeon-e-2324g
122,Intel Core i3 12100F,1666,4,8,3.3GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i3-12100f
123,AMD Ryzen 7 5800,1658,8,16,3.4GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-7-5800
124,Intel Core i7 11700,1655,8,16,2.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i7-11700
125,Intel Core i5 1340P,1655,12,16,1.9GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-1340p
126,Intel Core i5 11600K,1650,6,12,3.9GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i5-11600k
127,Intel Core i7 1260U,1650,10,12,1.1GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i7-1260u
128,AMD EPYC 9274F,1645,24,48,4.05GHz,2022.11,https://www.topcpu.net/cpu/amd-epyc-9274f
129,AMD Ryzen 5 5600X,1644,6,12,3.7GHz,2020.10,https://www.topcpu.net/cpu/amd-ryzen-5-5600x
130,Intel Core i7 11700F,1644,8,16,2.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i7-11700f
131,AMD Ryzen 9 5900X,1639,12,24,3.7GHz,2020.10,https://www.topcpu.net/cpu/amd-ryzen-9-5900x
132,Intel Core i7 1250U,1639,10,12,1.1GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i7-1250u
133,Intel Core i7 1270P,1639,12,16,2.2GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i7-1270p
134,Intel Core i5 1240U,1639,10,12,1.1GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i5-1240u
135,AMD Ryzen 7 5800X3D,1628,8,16,3.4GHz,2022.03,https://www.topcpu.net/cpu/amd-ryzen-7-5800x3d
136,Intel Core i5 11500,1628,6,12,2.7GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i5-11500
137,Intel Core i5 12400F,1628,6,12,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12400f
138,Intel Core i7 1255U,1628,10,12,1.7GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i7-1255u
139,Intel Core i5 12600H,1628,12,16,2.7GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12600h
140,AMD Ryzen 7 5700X,1625,8,16,3.4GHz,2022.04,https://www.topcpu.net/cpu/amd-ryzen-7-5700x
141,Intel Core i7 12650HX,1625,14,20,2.0GHz,2022.05,https://www.topcpu.net/cpu/intel-core-i7-12650hx
142,AMD Ryzen 7 5800X,1623,8,16,3.8GHz,2020.10,https://www.topcpu.net/cpu/amd-ryzen-7-5800x
143,Intel Core i3 1315U,1623,6,8,1.2GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i3-1315u
144,AMD Ryzen 7 6800H,1622,8,16,3.2GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-7-6800h
145,Intel Core i5 12400,1622,6,12,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12400
146,Intel Core i5 12450H,1622,8,12,2GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12450h
147,Intel Core i5 12500H,1608,12,16,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12500h
148,Intel Core i5 12600HX,1608,12,16,2.5GHz,2022.05,https://www.topcpu.net/cpu/intel-core-i5-12600hx
149,Intel Core i9 11950H,1608,8,16,2.1-2.6GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i9-11950h
150,AMD Ryzen 5 5600X3D,1595,6,12,3.3GHz,2024.01,https://www.topcpu.net/cpu/amd-ryzen-5-5600x3d
151,AMD EPYC Embedded 9454,1585,48,96,2.75GHz,2023.03,https://www.topcpu.net/cpu/amd-epyc-embedded-9454
152,AMD EPYC 9454,1585,48,96,2.75GHz,2022.11,https://www.topcpu.net/cpu/amd-epyc-9454
153,AMD Ryzen 9 6900HX,1583,8,16,3.3GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-9-6900hx
154,Intel Core i5 1240P,1583,12,16,1.7GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i5-1240p
155,Intel Core i5 1245U,1583,10,12,1.6GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i5-1245u
156,Intel Core i7 11850H,1583,8,16,2.1-2.5GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i7-11850h
157,Intel Core i3 1215U,1572,6,8,1.2GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i3-1215u
158,Intel Core i5 1235U,1572,10,12,1.3GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i5-1235u
159,Intel Core i5 1250P,1572,12,16,1.7GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i5-1250p
160,Intel Processor U300,1572,5,6,1.2GHz,2023.01,https://www.topcpu.net/cpu/intel-processor-u300
161,Intel Core i7 1195G7,1565,4,8,1.3-2.9GHz,2021.06,https://www.topcpu.net/cpu/intel-core-i7-1195g7
162,AMD Ryzen 7 7735HS,1565,8,16,3.2GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7735hs
163,Intel Core i7 11370H,1560,4,8,3.0-3.3GHz,2021.01,https://www.topcpu.net/cpu/intel-core-i7-11370h
164,Intel Core i3 1220P,1557,10,12,1.5GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i3-1220p
165,AMD Ryzen 9 5980HX,1554,8,16,3.3GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-9-5980hx
166,Intel Core i7 11800H,1553,8,16,1.9-2.3GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i7-11800h
167,Intel Core i5 11400F,1543,6,12,2.6GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i5-11400f
168,AMD EPYC 9554P,1543,64,128,3.1GHz,2022.11,https://www.topcpu.net/cpu/amd-epyc-9554p
169,Intel Core i7 11390H,1532,4,8,2.9-3.4GHz,2021.06,https://www.topcpu.net/cpu/intel-core-i7-11390h
170,Intel Core i9 11900H,1532,8,16,2.1-2.5GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i9-11900h
171,AMD Ryzen 9 5900H,1528,8,16,3.3GHz,2021.04,https://www.topcpu.net/cpu/amd-ryzen-9-5900h
172,AMD Ryzen 5 5600,1526,6,12,3.5GHz,2022.04,https://www.topcpu.net/cpu/amd-ryzen-5-5600
173,AMD Ryzen 9 6900HS,1526,8,16,3.3GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-9-6900hs
174,Intel Core i3 1305U,1526,5,6,1.6GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i3-1305u
175,Intel Core i5 1230U,1525,10,12,1.0GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i5-1230u
176,AMD Ryzen 7 7735U,1516,8,16,2.7GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7735u
177,AMD Ryzen 9 5900HX,1511,8,16,3.3GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-9-5900hx
178,Intel Core i7 11600H,1508,6,12,2.5-2.9GHz,2021.06,https://www.topcpu.net/cpu/intel-core-i7-11600h
179,Intel Core i5 11400,1505,6,12,2.6GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i5-11400
180,AMD Ryzen 7 6800U​,1504,8,16,2.7GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-7-6800u
181,AMD Ryzen 7 6800HS,1503,8,16,3.2GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-7-6800hs
182,Intel Core i5 11400H,1502,6,12,2.2-2.7GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i5-11400h
183,Intel Core i5 11500H,1500,6,12,2.4-2.9GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i5-11500h
184,AMD Ryzen 7 7736U,1498,8,16,27GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7736u
185,AMD Ryzen 7 Pro 6850U,1492,8,16,2.7GHz,2022.04,https://www.topcpu.net/cpu/amd-ryzen-7-pro-6850u
186,AMD Ryzen 9 5900HS,1487,8,16,3.0GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-9-5900hs
187,AMD Ryzen 7 5700G,1482,8,16,3.8GHz,2021.04,https://www.topcpu.net/cpu/amd-ryzen-7-5700g
188,AMD Ryzen 5 5600G,1480,6,12,3.9GHz,2021.04,https://www.topcpu.net/cpu/amd-ryzen-5-5600g
189,Intel Core i7 11375H,1479,4,8,3.0-3.3GHz,2021.01,https://www.topcpu.net/cpu/intel-core-i7-11375h
190,AMD Ryzen 5 7535U,1479,6,12,2.9GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-5-7535u
191,Intel Core i7 1185G7,1473,4,8,1.2-3.0GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i7-1185g7
192,AMD Ryzen 5 6600U,1473,6,12,2.9GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-5-6600u
193,AMD Ryzen 5 6600HS,1472,6,12,3.3GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-5-6600hs
194,AMD Ryzen 5 7530U,1470,6,12,2.0GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-5-7530u
195,AMD Ryzen 9 5980HS,1468,8,16,3.0GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-9-5980hs
196,AMD EPYC Embedded 9654P,1467,96,192,2.4GHz,2023.03,https://www.topcpu.net/cpu/amd-epyc-embedded-9654p
197,AMD EPYC 9654P,1467,96,192,2.4GHz,2022.11,https://www.topcpu.net/cpu/amd-epyc-9654p
198,AMD Ryzen 3 5300G,1462,4,8,4.0GHz,2021.04,https://www.topcpu.net/cpu/amd-ryzen-3-5300g
199,AMD Ryzen 5 Pro 6650U,1460,6,12,2.9GHz,2023.04,https://www.topcpu.net/cpu/amd-ryzen-5-pro-6650u
200,AMD EPYC 72F3,1460,8,16,3.7GHz,2021.03,https://www.topcpu.net/cpu/amd-epyc-72f3
201,AMD Ryzen 7 7730U,1456,8,16,2.0GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7730u
202,Intel Core i7 1180G7,1455,4,8,0.9-2.2GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i7-1180g7
203,Intel Core i5 11320H,1453,4,8,2.5-3.2GHz,2021.06,https://www.topcpu.net/cpu/intel-core-i5-11320h
204,AMD Ryzen 7 5825U,1449,8,16,2.0GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-7-5825u
205,AMD Ryzen 7 5800H,1443,8,16,3.2GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-7-5800h
206,AMD Ryzen 5 6600H,1438,6,12,3.3GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-5-6600h
207,Intel Xeon Platinum 8470,1434,52,104,2GHz,2023.01,https://www.topcpu.net/cpu/intel-xeon-platinum-8470
208,Intel Core i3 1210U,1433,6,8,1.0GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i3-1210u
209,AMD Ryzen 7 Pro 5850U,1430,8,16,1.9GHz,2021.03,https://www.topcpu.net/cpu/amd-ryzen-7-pro-5850u
210,AMD Ryzen 7 5800U,1427,8,16,1.9GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-7-5800u
211,AMD Ryzen 5 5500,1424,6,12,3.6GHz,2022.03,https://www.topcpu.net/cpu/amd-ryzen-5-5500
212,AMD EPYC 7373X,1417,16,32,3.05GHz,2022.03,https://www.topcpu.net/cpu/amd-epyc-7373x
213,AMD Ryzen 5 5600H,1415,6,12,3.3GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-5-5600h
214,AMD Ryzen 5 5625U,1415,6,12,2.3GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-5-5625u
215,Intel Core i7 1165G7,1412,4,8,1.2-2.8GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i7-1165g7
216,Intel Core i5 11300H,1405,4,8,2.6-3.1GHz,2021.01,https://www.topcpu.net/cpu/intel-core-i5-11300h
217,AMD Ryzen 5 5600HS,1404,6,12,3.0GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-5-5600hs
218,AMD Ryzen 7 5800HS,1397,8,16,2.8GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-7-5800hs
219,Intel Pentium Gold G7400,1393,2,4,3.7GHz,2022.01,https://www.topcpu.net/cpu/intel-pentium-gold-g7400
220,Intel Core i9 9900KS,1391,8,16,4.0GHz,2019.10,https://www.topcpu.net/cpu/intel-core-i9-9900ks
221,AMD Ryzen 5 5600U,1390,6,12,2.3GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-5-5600u
222,Intel Core i7 10700K,1378,8,16,3.8GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i7-10700k
223,Intel Core i5 11260H,1370,6,12,2.1-2.6GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i5-11260h
224,Intel Core i5 1145G7,1366,4,8,1.1-2.6GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i5-1145g7
