排名,名称,跑分,规格,上市时间,详情页
109,Samsung Exynos 1380,1000,8C @ 2400MHz  - 2023.02,2023.02,https://www.topcpu.net/cpu/samsung-exynos-1380
110,HiSilicon Kirin 8000,999,8C @ 2400MHz  - 2024.10,2024.10,https://www.topcpu.net/cpu/hisilicon-kirin-8000
111,Qualcomm Snapdragon 860,996,8C @ 2960MHz  - 2019.04,2019.04,https://www.topcpu.net/cpu/qualcomm-snapdragon-860
112,MediaTek Dimensity 1050,995,8C @ 2500MHz  - 2022.05,2022.05,https://www.topcpu.net/cpu/mediatek-dimensity-1050
113,HiSilicon Kirin 990 4G,990,8C @ 2860MHz  - 2019.10,2019.10,https://www.topcpu.net/cpu/hisilicon-kirin-990-4g
114,Qualcomm Snapdragon 778G,981,8C @ 2400MHz  - 2021.05,2021.05,https://www.topcpu.net/cpu/qualcomm-snapdragon-778g
115,MediaTek Dimensity 7100,976,8C @ 2400MHz  - 2026.01,2026.01,https://www.topcpu.net/cpu/mediatek-dimensity-7100
116,HiSilicon Kirin 990,971,8C @ 2860MHz  - 2019.10,2019.10,https://www.topcpu.net/cpu/hisilicon-kirin-990
117,HiSilicon Kirin 990 5G,969,8C @ 2860MHz  - 2019.10,2019.10,https://www.topcpu.net/cpu/hisilicon-kirin-990-5g
118,Qualcomm Snapdragon 7 Gen 1,969,8C @ 2400MHz  - 2022.05,2022.05,https://www.topcpu.net/cpu/qualcomm-snapdragon-7-gen-1
119,MediaTek Dimensity 1080,969,8C @ 2600MHz  - 2022.10,2022.10,https://www.topcpu.net/cpu/mediatek-dimensity-1080
120,MediaTek Dimensity 7050,962,8C @ 2600MHz  - 2023.05,2023.05,https://www.topcpu.net/cpu/mediatek-dimensity-7050
121,Qualcomm Snapdragon 6 Gen 1,946,8C @ 2200MHz  - 2022.09,2022.09,https://www.topcpu.net/cpu/qualcomm-snapdragon-6-gen-1
122,Qualcomm Snapdragon 4 Gen 5,943,8C @ 2400MHz  - 2026.05,2026.05,https://www.topcpu.net/cpu/qualcomm-snapdragon-4-gen-5
123,Apple A10X Fusion,942,6C @ 2380MHz  - 2017.06,2017.06,https://www.topcpu.net/cpu/apple-a10x-fusion
124,Qualcomm Snapdragon 6s Gen 3,940,8C @ 2300MHz  - 2024.06,2024.06,https://www.topcpu.net/cpu/qualcomm-snapdragon-6s-gen-3
125,Qualcomm Snapdragon 855,939,8C @ 2840MHz  - 2018.12,2018.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-855
126,MediaTek Dimensity 920,931,8C @ 2500MHz  - 2021.08,2021.08,https://www.topcpu.net/cpu/mediatek-dimensity-920
127,Qualcomm Snapdragon 4 Gen 4,930,8C @ 2300MHz  - 2025.12,2025.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-4-gen-4
128,Qualcomm Snapdragon 4 Gen 2,926,8C @ 2200MHz  - 2023.06,2023.06,https://www.topcpu.net/cpu/qualcomm-snapdragon-4-gen-2
129,MediaTek Dimensity 930,922,8C @ 2200MHz  - 2022.05,2022.05,https://www.topcpu.net/cpu/mediatek-dimensity-930
130,Qualcomm Snapdragon 6s 4G Gen 2,910,8C @ 2900MHz  - 2025.12,2025.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-6s-4g-gen-2
131,Qualcomm Snapdragon 695,908,8C @ 2200MHz  - 2021.10,2021.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-695
132,HiSilicon Kirin 8000A,904,8C @ 2200MHz  - 2026.03,2026.03,https://www.topcpu.net/cpu/hisilicon-kirin-8000a
133,MediaTek Dimensity 900,898,8C @ 2400MHz  - 2021.05,2021.05,https://www.topcpu.net/cpu/mediatek-dimensity-900
134,Unisoc T9100,891,8C @ 2700MHz  - 2025.03,2025.03,https://www.topcpu.net/cpu/unisoc-t9100
135,MediaTek Dimensity 7020,884,8C @ 2200MHz  - 2023.05,2023.05,https://www.topcpu.net/cpu/mediatek-dimensity-7020
136,Qualcomm Snapdragon 750G,881,8C @ 2200MHz  - 2020.09,2020.09,https://www.topcpu.net/cpu/qualcomm-snapdragon-750g
137,Apple A10 Fusion,879,4C @ 2340MHz  - 2016.09,2016.09,https://www.topcpu.net/cpu/apple-a10-fusion
138,Samsung Exynos 1330,879,8C @ 2400MHz  - 2023.02,2023.02,https://www.topcpu.net/cpu/samsung-exynos-1330
139,Samsung Exynos 980,869,8C @ 2200MHz  - 2019.09,2019.09,https://www.topcpu.net/cpu/samsung-exynos-980
140,Qualcomm Snapdragon 480 Plus,866,8C @ 2200MHz  - 2021.10,2021.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-480-plus
141,Samsung Exynos 1280,852,8C @ 2400MHz  - 2022.03,2022.03,https://www.topcpu.net/cpu/samsung-exynos-1280
142,MediaTek Dimensity 820,847,8C @ 2600MHz  - 2020.05,2020.05,https://www.topcpu.net/cpu/mediatek-dimensity-820
143,MediaTek Dimensity 6500,845,8C @ 2600MHz  - 2026.04,2026.04,https://www.topcpu.net/cpu/mediatek-dimensity-6500
144,Samsung Exynos 990,842,8C @ 2730MHz  - 2019.10,2019.10,https://www.topcpu.net/cpu/samsung-exynos-990
145,Qualcomm Snapdragon 4 Gen 1,840,8C @ 2000MHz  - 2022.10,2022.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-4-gen-1
146,Qualcomm Snapdragon 4s Gen 2,840,8C @ 2000MHz  - 2024.07,2024.07,https://www.topcpu.net/cpu/qualcomm-snapdragon-4s-gen-2
147,HiSilicon Kirin 980,834,8C @ 2600MHz  - 2018.08,2018.08,https://www.topcpu.net/cpu/hisilicon-kirin-980
148,Samsung Exynos 1080,822,8C @ 2800MHz  - 2020.11,2020.11,https://www.topcpu.net/cpu/samsung-exynos-1080
149,MediaTek Dimensity 6300,813,8C @ 2400MHz  - 2024.04,2024.04,https://www.topcpu.net/cpu/mediatek-dimensity-6300
150,MediaTek Dimensity 6400,803,8C @ 2500MHz  - 2025.02,2025.02,https://www.topcpu.net/cpu/mediatek-dimensity-6400
151,Qualcomm Snapdragon 765G,801,8C @ 2400MHz  - 2019.12,2019.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-765g
152,Qualcomm Snapdragon 690,797,8C @ 2000MHz  - 2020.06,2020.06,https://www.topcpu.net/cpu/qualcomm-snapdragon-690
153,MediaTek Dimensity 810,787,8C @ 2400MHz  - 2021.08,2021.08,https://www.topcpu.net/cpu/mediatek-dimensity-810
154,MediaTek Dimensity 6360,783,8C @ 2400MHz  - 2026.04,2026.04,https://www.topcpu.net/cpu/mediatek-dimensity-6360
155,HiSilicon Kirin 810,778,8C @ 2270MHz  - 2019.06,2019.06,https://www.topcpu.net/cpu/hisilicon-kirin-810
156,MediaTek Dimensity 720,774,8C @ 2000MHz  - 2020.07,2020.07,https://www.topcpu.net/cpu/mediatek-dimensity-720
157,MediaTek Dimensity 6080,772,8C @ 2400MHz  - 2023.06,2023.06,https://www.topcpu.net/cpu/mediatek-dimensity-6080
158,MediaTek Dimensity 6100 Plus,771,8C @ 2200MHz  - 2023.07,2023.07,https://www.topcpu.net/cpu/mediatek-dimensity-6100-plus
159,Unisoc T820,764,8C @ 2700MHz  - 2022.11,2022.11,https://www.topcpu.net/cpu/unisoc-t820
160,MediaTek Dimensity 800U,759,8C @ 2400MHz  - 2020.08,2020.08,https://www.topcpu.net/cpu/mediatek-dimensity-800u
161,Qualcomm Snapdragon 720G,756,8C @ 2300MHz  - 2020.01,2020.01,https://www.topcpu.net/cpu/qualcomm-snapdragon-720g
162,Unisoc T8300,752,8C @ 2200MHz  - 2025.03,2025.03,https://www.topcpu.net/cpu/unisoc-t8300
163,Qualcomm Snapdragon 732G,751,8C @ 2300MHz  - 2020.08,2020.08,https://www.topcpu.net/cpu/qualcomm-snapdragon-732g
164,Samsung Exynos 9820,747,8C @ 2730MHz  - 2018.11,2018.11,https://www.topcpu.net/cpu/samsung-exynos-9820
165,Unisoc T760,744,8C @ 2200MHz  - 2024.07,2024.07,https://www.topcpu.net/cpu/unisoc-t760
166,MediaTek Helio G200,740,8C @ 2200MHz  - 2025.05,2025.05,https://www.topcpu.net/cpu/mediatek-helio-g200
167,MediaTek Helio G99,733,8C @ 2200MHz  - 2022.05,2022.05,https://www.topcpu.net/cpu/mediatek-helio-g99
168,MediaTek Helio G100,733,8C @ 2200MHz  - 2024.08,2024.08,https://www.topcpu.net/cpu/mediatek-helio-g100
169,MediaTek Dimensity 6020,732,8C @ 2200MHz  - 2023.03,2023.03,https://www.topcpu.net/cpu/mediatek-dimensity-6020
170,MediaTek Dimensity 700,715,8C @ 2200MHz  - 2020.11,2020.11,https://www.topcpu.net/cpu/mediatek-dimensity-700
171,Qualcomm Snapdragon 730G,701,8C @ 2200MHz  - 2019.04,2019.04,https://www.topcpu.net/cpu/qualcomm-snapdragon-730g
172,Qualcomm Snapdragon 480,699,8C @ 2000MHz  - 2021.01,2021.01,https://www.topcpu.net/cpu/qualcomm-snapdragon-480
173,Qualcomm Snapdragon 730,698,8C @ 2200MHz  - 2019.04,2019.04,https://www.topcpu.net/cpu/qualcomm-snapdragon-730
174,Qualcomm Snapdragon 678,685,8C @ 2200MHz  - 2020.12,2020.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-678
175,Qualcomm Snapdragon 675,675,8C @ 2000MHz  - 2018.10,2018.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-675
176,Samsung Exynos 9825,672,8C @ 2730MHz  - 2019.08,2019.08,https://www.topcpu.net/cpu/samsung-exynos-9825
177,MediaTek Helio G90T,652,8C @ 2050MHz  - 2019.07,2019.07,https://www.topcpu.net/cpu/mediatek-helio-g90t
178,MediaTek Helio G96,651,8C @ 2050MHz  - 2021.06,2021.06,https://www.topcpu.net/cpu/mediatek-helio-g96
179,MediaTek Dimensity 800,644,8C @ 2000MHz  - 2019.12,2019.12,https://www.topcpu.net/cpu/mediatek-dimensity-800
180,MediaTek Helio G95,638,8C @ 2050MHz  - 2020.09,2020.09,https://www.topcpu.net/cpu/mediatek-helio-g95
181,MediaTek Helio G90,632,8C @ 2050MHz  - 2019.07,2019.07,https://www.topcpu.net/cpu/mediatek-helio-g90
182,Apple A9,623,2C @ 1850MHz  - 2015.09,2015.09,https://www.topcpu.net/cpu/apple-a9
183,Qualcomm Snapdragon 845,566,8C @ 2800MHz  - 2017.12,2017.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-845
