排名,名称,跑分,核心数,线程数,频率,上市时间,详情页
169,Intel Core i5 14500HX,108,14,20,2.6GHz,2024.01,https://www.topcpu.net/cpu/intel-core-i5-14500hx
170,Qualcomm Snapdragon X Elite (X1E-78-100),108,12,12,3.4GHz,2023.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-elite-x1e-78-100
171,Qualcomm Snapdragon X Plus (X1P-64-100),108,10,10,3.4GHz,2024.04,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-plus-x1p-64-100
172,AMD Ryzen AI 7 Pro 360,108,8,16,2.0GHz,2024.10,https://www.topcpu.net/cpu/amd-ryzen-ai-7-pro-360
173,Intel Core 7 250H,108,14,20,2.5GHz,2024.12,https://www.topcpu.net/cpu/intel-core-7-250h
174,Intel Core 5 220U,108,10,12,1.4GHz,2025.01,https://www.topcpu.net/cpu/intel-core-5-220u
175,AMD Ryzen AI 5 430,108,4,8,2.0GHz,2026.01,https://www.topcpu.net/cpu/amd-ryzen-ai-5-430
176,Intel Core i5 12600K,107,10,16,3.7GHz,2021.10,https://www.topcpu.net/cpu/intel-core-i5-12600k
177,AMD Ryzen 7 7700,107,8,16,3.8GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7700
178,AMD Ryzen 7 7745HX,107,8,16,3.6GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7745hx
179,Intel Core i7 12700F,107,12,20,2.1GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i7-12700f
180,Intel Core i7 12700,107,12,20,2.1GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i7-12700
181,Intel Core i5 13400,106,10,16,2.5GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13400
182,Intel Core Ultra 5 135H,106,14,18,1.7GHz,2023.12,https://www.topcpu.net/cpu/intel-core-ultra-5-135h
183,AMD Ryzen 9 PRO 8945HS,106,8,16,4GHz,2024.04,https://www.topcpu.net/cpu/amd-ryzen-9-pro-8945hs
184,AMD Ryzen 9 8945HS,106,8,16,4.0GHz,2023.12,https://www.topcpu.net/cpu/amd-ryzen-9-8945hs
185,Intel Core i5 13400E,106,10,16,2.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13400e
186,Intel Core Ultra 7 165H,106,16,22,1.4GHz,2023.12,https://www.topcpu.net/cpu/intel-core-ultra-7-165h
187,Intel Core i7 13700H,105,14,20,2.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-13700h
188,AMD Ryzen 7 7840H,105,8,16,3.8GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7840h
189,Intel Core i5 12600KF,105,10,16,3.7GHz,2021.10,https://www.topcpu.net/cpu/intel-core-i5-12600kf
190,Intel Core Ultra 5 228V,105,8,8,2.1GHz,2024.09,https://www.topcpu.net/cpu/intel-core-ultra-5-228v
191,Intel Core i5 13500HX,104,14,20,2.5GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13500hx
192,AMD Ryzen 7 8700F,104,8,16,4.1GHz,2024.05,https://www.topcpu.net/cpu/amd-ryzen-7-8700f
193,Intel Core i7 12650H,104,10,16,2.3GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i7-12650h
194,AMD Ryzen 7 8700G,103,8,16,4.3GHz,2024.01,https://www.topcpu.net/cpu/amd-ryzen-7-8700g
195,Intel Core i5 13500H,103,12,16,2.6GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13500h
196,Intel Core i3 13100F,103,4,8,3.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i3-13100f
197,Intel Core i3 13100,103,4,8,3.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i3-13100
198,Intel Core i7 12700H,103,14,20,2.3GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i7-12700h
