排名,名称,跑分,规格,上市时间,详情页
234,Samsung Exynos 8890,890,8C @ 2300MHz  - 2015.11,2015.11,https://www.topcpu.net/cpu/samsung-exynos-8890
235,MediaTek Helio G50,889,8C @ 2200MHz  - 2025.02,2025.02,https://www.topcpu.net/cpu/mediatek-helio-g50
236,Samsung Exynos 850,871,8C @ 2000MHz  - 2020.05,2020.05,https://www.topcpu.net/cpu/samsung-exynos-850
237,Samsung Exynos 7885,866,8C @ 2200MHz  - 2018.02,2018.02,https://www.topcpu.net/cpu/samsung-exynos-7885
238,Qualcomm Snapdragon 625,862,8C @ 2000MHz  - 2016.02,2016.02,https://www.topcpu.net/cpu/qualcomm-snapdragon-625
239,MediaTek Helio G36,848,8C @ 2200MHz  - 2022.02,2022.02,https://www.topcpu.net/cpu/mediatek-helio-g36
240,Samsung Exynos 7420,840,8C @ 2100MHz  - 2015.04,2015.04,https://www.topcpu.net/cpu/samsung-exynos-7420
241,Qualcomm Snapdragon 430,832,8C @ 1400MHz  - 2015.09,2015.09,https://www.topcpu.net/cpu/qualcomm-snapdragon-430
242,Qualcomm Snapdragon 820,827,4C @ 2150MHz  - 2015.11,2015.11,https://www.topcpu.net/cpu/qualcomm-snapdragon-820
243,MediaTek Helio P23,822,8C @ 2300MHz  - 2017.08,2017.08,https://www.topcpu.net/cpu/mediatek-helio-p23
244,MediaTek Helio P35,814,8C @ 2300MHz  - 2018.12,2018.12,https://www.topcpu.net/cpu/mediatek-helio-p35
245,MediaTek Helio G35,813,8C @ 2300MHz  - 2020.06,2020.06,https://www.topcpu.net/cpu/mediatek-helio-g35
246,HiSilicon Kirin 659,810,8C @ 2360MHz  - 2017.01,2017.01,https://www.topcpu.net/cpu/hisilicon-kirin-659
247,Samsung Exynos 7884B,810,8C @ 1560MHz  - 2019.09,2019.09,https://www.topcpu.net/cpu/samsung-exynos-7884b
248,Qualcomm Snapdragon 439,799,8C @ 2000MHz  - 2018.06,2018.06,https://www.topcpu.net/cpu/qualcomm-snapdragon-439
249,MediaTek Helio P20,798,8C @ 2300MHz  - 2016.02,2016.02,https://www.topcpu.net/cpu/mediatek-helio-p20
250,Qualcomm Snapdragon 821,797,4C @ 2342MHz  - 2016.08,2016.08,https://www.topcpu.net/cpu/qualcomm-snapdragon-821
251,Qualcomm Snapdragon 450,763,8C @ 1800MHz  - 2017.06,2017.06,https://www.topcpu.net/cpu/qualcomm-snapdragon-450
252,Qualcomm Snapdragon 650,750,6C @ 1800MHz  - 2015.02,2015.02,https://www.topcpu.net/cpu/qualcomm-snapdragon-650
253,Unisoc SC9863A,730,8C @ 1600MHz  - 2018.11,2018.11,https://www.topcpu.net/cpu/unisoc-sc9863a
254,HiSilicon Kirin 658,729,8C @ 2350MHz  - 2017.03,2017.03,https://www.topcpu.net/cpu/hisilicon-kirin-658
255,MediaTek Helio P22,729,8C @ 2000MHz  - 2018.05,2018.05,https://www.topcpu.net/cpu/mediatek-helio-p22
256,MediaTek Helio A25,708,8C @ 1800MHz  - 2018.06,2018.06,https://www.topcpu.net/cpu/mediatek-helio-a25
257,Qualcomm Snapdragon 652,705,8C @ 1800MHz  - 2015.02,2015.02,https://www.topcpu.net/cpu/qualcomm-snapdragon-652
258,HiSilicon Kirin 655,694,8C @ 2120MHz  - 2016.12,2016.12,https://www.topcpu.net/cpu/hisilicon-kirin-655
259,Samsung Exynos 7880,654,8C @ 1900MHz  - 2017.01,2017.01,https://www.topcpu.net/cpu/samsung-exynos-7880
260,Qualcomm Snapdragon 435,620,8C @ 1400MHz  - 2016.02,2016.02,https://www.topcpu.net/cpu/qualcomm-snapdragon-435
261,MediaTek MT6737,600,4C @ 1300MHz  - 2016.01,2016.01,https://www.topcpu.net/cpu/mediatek-mt6737
262,MediaTek Helio G25,524,8C @ 2000MHz  - 2020.06,2020.06,https://www.topcpu.net/cpu/mediatek-helio-g25
263,Samsung Exynos 7870,495,8C @ 1600MHz  - 2016.02,2016.02,https://www.topcpu.net/cpu/samsung-exynos-7870
264,Qualcomm Snapdragon 810,473,8C @ 2000MHz  - 2014.04,2014.04,https://www.topcpu.net/cpu/qualcomm-snapdragon-810
265,MediaTek MT6750,402,8C @ 1500MHz  - 2016.08,2016.08,https://www.topcpu.net/cpu/mediatek-mt6750
