排名,名称,跑分,核心数,线程数,频率,上市时间,详情页
165,Intel Core i9 10920X,922,12,24,3.5GHz,2019.10,https://www.topcpu.net/cpu/intel-core-i9-10920x
166,Intel Core i7 12700H,916,14,20,2.3GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i7-12700h
167,AMD Ryzen 5 9600X,913,6,12,3.9GHz,2024.06,https://www.topcpu.net/cpu/amd-ryzen-5-9600x
168,Apple M4 8 Core,911,8,8,4.41GHz,2024.10,https://www.topcpu.net/cpu/apple-m4-8-core
169,Intel Core 9 270H,910,14,20,2.7GHz,2024.12,https://www.topcpu.net/cpu/intel-core-9-270h
170,Intel Core i5 12600KF,909,10,16,3.7GHz,2021.10,https://www.topcpu.net/cpu/intel-core-i5-12600kf
171,Intel Core i5 14500HX,905,14,20,2.6GHz,2024.01,https://www.topcpu.net/cpu/intel-core-i5-14500hx
172,AMD Ryzen 5 7600X,903,6,12,4.7GHz,2022.09,https://www.topcpu.net/cpu/amd-ryzen-5-7600x
173,Intel Core 7 250H,898,14,20,2.5GHz,2024.12,https://www.topcpu.net/cpu/intel-core-7-250h
174,Qualcomm Snapdragon X2 Plus (X2P 64 100),889,10,10,3.4GHz,2026.01,https://www.topcpu.net/cpu/qualcomm-snapdragon-x2-plus-x2p-64-100
175,AMD Ryzen 7 5800XT,888,8,16,3.8GHz,2024.07,https://www.topcpu.net/cpu/amd-ryzen-7-5800xt
176,AMD Ryzen 7 5800X,874,8,16,3.8GHz,2020.10,https://www.topcpu.net/cpu/amd-ryzen-7-5800x
177,Intel Core i5 13500HX,872,14,20,2.5GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13500hx
178,Intel Core i9 11900K,868,8,16,3.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900k
179,AMD Ryzen 7 8845HS,866,8,16,3.8GHz,2023.12,https://www.topcpu.net/cpu/amd-ryzen-7-8845hs
180,AMD Ryzen 7 7840HS,866,8,16,3.8GHz,2023.04,https://www.topcpu.net/cpu/amd-ryzen-7-7840hs
181,AMD Ryzen 7 8840HS,866,8,16,3.3GHz,2023.12,https://www.topcpu.net/cpu/amd-ryzen-7-8840hs
182,AMD Ryzen 7 Pro 7840HS,866,8,16,3.8GHz,2023.06,https://www.topcpu.net/cpu/amd-ryzen-7-pro-7840hs
183,AMD Ryzen 7 PRO 8840HS,866,8,16,3.3GHz,2024.04,https://www.topcpu.net/cpu/amd-ryzen-7-pro-8840hs
184,AMD Ryzen 7 PRO 8845HS,866,8,16,3.8GHz,2024.04,https://www.topcpu.net/cpu/amd-ryzen-7-pro-8845hs
185,Intel Core i5 12600K,865,10,16,3.7GHz,2021.10,https://www.topcpu.net/cpu/intel-core-i5-12600k
186,AMD Ryzen 5 9500F,860,6,12,3.8GHz,2025.09,https://www.topcpu.net/cpu/amd-ryzen-5-9500f
187,Intel Core i5 13400F,859,10,16,2.5GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13400f
188,AMD Ryzen 7 8745HS,858,8,16,3.8GHz,2024.07,https://www.topcpu.net/cpu/amd-ryzen-7-8745hs
189,AMD Ryzen 7 5700X,852,8,16,3.4GHz,2022.04,https://www.topcpu.net/cpu/amd-ryzen-7-5700x
190,Intel Core 7 240H,851,10,16,2.5GHz,2024.12,https://www.topcpu.net/cpu/intel-core-7-240h
