排名,名称,跑分,规格,上市时间,详情页
84,ASUS RT-AX95Q,11400,BCM6755 4C @ 1.5 GHz 256MiB  - 2019.05,2019.05,https://www.topcpu.net/cpu/asus-rt-ax95q
85,ASUS RT-AX56U,11400,BCM6755 4C @ 1.5 GHz 512MiB  - 2019.09,2019.09,https://www.topcpu.net/cpu/asus-rt-ax56u
86,ASUS RT-AX55,11400,BCM6755 4C @ 1.5 GHz 256MiB  - 2020.05,2020.05,https://www.topcpu.net/cpu/asus-rt-ax55
87,ASUS RT-AX56U v2,11400,BCM6755 4C @ 1.5 GHz 256MiB  - 2020.09,2020.09,https://www.topcpu.net/cpu/asus-rt-ax56u-v2
88,ASUS ZenWiFi AX Mini (XD4),11400,BCM6755 4C @ 1.5 GHz 256MiB  - 2020.05,2020.05,https://www.topcpu.net/cpu/asus-zenwifi-ax-mini
89,TP-LINK Archer AX3200,11400,BCM6755 4C @ 1.5 GHz 512MiB,,https://www.topcpu.net/cpu/tplink-archer-ax3200
90,TP-LINK Archer AX1800,11400,BCM6755 4C @ 1.5 GHz 256MiB  - 2019.12,2019.12,https://www.topcpu.net/cpu/tplink-archer-ax1800
91,Netgear RAX70 (Nighthawk AX8 Tri-band),11400,BCM6755 4C @ 1.5 GHz 512MiB  - 2019.11,2019.11,https://www.topcpu.net/cpu/netgear-rax70
92,Redmi AX5 (AX1800),11040,IPQ6000 4C @ 1.2 GHz 256MiB  - 2020.05,2020.05,https://www.topcpu.net/cpu/redmi-ax5
93,Xiaomi Mi Router Redmi AX5 (AX1800),11040,IPQ6000 4C @ 1.2 GHz 256MiB  - 2020.05,2020.05,https://www.topcpu.net/cpu/xiaomi-ax1800
94,GL.iNet GL-AX1800(Flint),11040,IPQ6000 4C @ 1.2 GHz 512MiB  - 2021.09,2021.09,https://www.topcpu.net/cpu/gl.inet-gl-ax1800
95,Xiaomi BE3600,10120,IPQ5312 4C @ 1.1 GHz 256MiB  - 2024.01,2024.01,https://www.topcpu.net/cpu/xiaomi-be3600
96,Xiaomi BE6500,10120,IPQ5312 4C @ 1.1 GHz 512MiB  - 2024.08,2024.08,https://www.topcpu.net/cpu/xiaomi-be6500
97,Xiaomi BE3600 Pro,10120,IPQ5312 4C @ 1.1 GHz 512MiB  - 2024.10,2024.10,https://www.topcpu.net/cpu/xiaomi-be3600-pro
98,ASUS RT-BE50,10120,IPQ5312 4C @ 1.1 GHz 256MiB,,https://www.topcpu.net/cpu/asus-rt-be50
99,GL.iNet GL-BE3600(Slate 7),10120,IPQ5312 4C @ 1.1 GHz 1GiB  - 2025.03,2025.03,https://www.topcpu.net/cpu/gl.inet-gl-be3600
100,Xiaomi AX3600,9200,IPQ8071A 4C @ 1.0 GHz 512MiB  - 2020.03,2020.03,https://www.topcpu.net/cpu/xiaomi-ax3600
