排名,名称,Cinebench_R23_多核跑分,核心数,线程数,频率,上市时间,详情页
380,Intel Core i7 11600H,10540,6,12,2.5-2.9GHz,2021.06,https://www.topcpu.net/cpu/intel-core-i7-11600h
381,Intel Core i9 10980HK,10535,8,16,2.4GHz,2020.04,https://www.topcpu.net/cpu/intel-core-i9-10980hk
382,Intel Core Ultra 9 288V,10529,8,8,3.3GHz,2024.09,https://www.topcpu.net/cpu/intel-core-ultra-9-288v
383,AMD Ryzen 5 5600F,10505,6,12,3.0GHz,2025.09,https://www.topcpu.net/cpu/amd-ryzen-5-5600f
384,Intel Core i5 10600KF,10477,6,12,4.1GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i5-10600kf
385,AMD Ryzen 7 5800HS,10457,8,16,2.8GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-7-5800hs
386,Apple M3,10448,8,8,4.05GHz,2023.10,https://www.topcpu.net/cpu/apple-m3
387,Intel Core i7 10700,10429,8,16,2.9GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i7-10700
388,AMD Ryzen 5 8540U,10405,6,12,3.2GHz,2023.12,https://www.topcpu.net/cpu/amd-ryzen-5-8540u
389,AMD Ryzen 7 6800U​,10400,8,16,2.7GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-7-6800u
390,AMD Ryzen 7 5600X3D,10231,6,12,3.3GHz,2024.01,https://www.topcpu.net/cpu/amd-ryzen-7-5600x3d
391,AMD Ryzen 5 5600X3D,10227,6,12,3.3GHz,2024.01,https://www.topcpu.net/cpu/amd-ryzen-5-5600x3d
392,AMD Ryzen 5 6600H,10215,6,12,3.3GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-5-6600h
393,Intel Core i9 9900T,10202,8,16,2.1GHz,2019.04,https://www.topcpu.net/cpu/intel-core-i9-9900t
394,Intel Core i5 11400F,10168,6,12,2.6GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i5-11400f
395,Intel Core i7 10700T,10151,8,16,2.0GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i7-10700t
396,AMD Ryzen 7 7445HS,10114,6,12,3.2GHz,2023.03,https://www.topcpu.net/cpu/amd-ryzen-7-7445hs
397,Intel Core i7 8086K,10110,6,12,4.0GHz,2018.06,https://www.topcpu.net/cpu/intel-core-i7-8086k
398,AMD Ryzen 7 2700X,10106,8,16,3.7GHz,2018.04,https://www.topcpu.net/cpu/amd-ryzen-7-2700x
399,Intel Core Ultra 7 165U,10103,12,14,1.7GHz,2023.12,https://www.topcpu.net/cpu/intel-core-ultra-7-165u
400,AMD Ryzen 7 7735U,10068,8,16,2.7GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7735u
401,AMD Ryzen 7 Pro 6850U,10029,8,16,2.7GHz,2022.04,https://www.topcpu.net/cpu/amd-ryzen-7-pro-6850u
402,Intel Core i5 12450HX,10026,8,12,2.4GHz,2022.05,https://www.topcpu.net/cpu/intel-core-i5-12450hx
403,AMD Ryzen 7 Pro 4750GE,9995,8,16,3.6GHz,2020.07,https://www.topcpu.net/cpu/amd-ryzen-7-pro-4750ge
404,AMD Ryzen 5 220,9927,6,12,3.7GHz,2025.01,https://www.topcpu.net/cpu/amd-ryzen-5-220
405,Intel Core i5 12450H,9883,8,12,2GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12450h
406,Intel Core Ultra 7 155U,9875,12,14,1.7GHz,2023.12,https://www.topcpu.net/cpu/intel-core-ultra-7-155u
407,AMD Ryzen Z1,9872,6,12,3.2GHz,2023.04,https://www.topcpu.net/cpu/amd-ryzen-z1
408,Intel Core i7 5960X,9850,8,16,3.0GHz,2014.08,https://www.topcpu.net/cpu/intel-core-i7-5960x
409,Intel Core i7 10870H,9824,8,16,2.2GHz,2020.09,https://www.topcpu.net/cpu/intel-core-i7-10870h
410,AMD Ryzen 5 7540U,9824,6,12,3.2GHz,2023.05,https://www.topcpu.net/cpu/amd-ryzen-5-7540u
411,AMD Ryzen 5 6600U,9816,6,12,2.9GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-5-6600u
412,Intel Core i5 10600K,9816,6,12,4.1GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i5-10600k
413,AMD Ryzen 5 3600XT,9812,6,12,3.8GHz,2020.07,https://www.topcpu.net/cpu/amd-ryzen-5-3600xt
414,Intel Core Ultra 5 125U,9808,12,14,1.3GHz,2023.12,https://www.topcpu.net/cpu/intel-core-ultra-5-125u
415,AMD Ryzen 5 5500X3D,9804,6,12,3.0GHz,2025.06,https://www.topcpu.net/cpu/amd-ryzen-5-5500x3d
416,AMD Ryzen 5 Pro 215,9791,6,12,3.2GHz,2025.01,https://www.topcpu.net/cpu/amd-ryzen-5-pro-215
417,Intel Core i5 11500,9787,6,12,2.7GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i5-11500
418,AMD Ryzen 7 5825U,9749,8,16,2.0GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-7-5825u
419,Intel Core i7 6950X,9743,10,20,3.0GHz,2016.05,https://www.topcpu.net/cpu/intel-core-i7-6950x
420,AMD Ryzen 5 7535U,9705,6,12,2.9GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-5-7535u
421,AMD Ryzen 3 8300G,9695,4,8,3.4GHz,2024.01,https://www.topcpu.net/cpu/amd-ryzen-3-8300g
422,AMD Ryzen 9 4900HS,9693,8,16,3.0GHz,2020.03,https://www.topcpu.net/cpu/amd-ryzen-9-4900hs
423,Intel Core i7 1270P,9691,12,16,2.2GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i7-1270p
424,Intel Core i7 1260P,9675,12,16,2.1GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i7-1260p
425,AMD Ryzen 5 5600H,9655,6,12,3.3GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-5-5600h
426,Intel Core 7 150U,9560,10,12,1.8GHz,2024.01,https://www.topcpu.net/cpu/intel-core-7-150u
427,Intel Core i5 11400,9558,6,12,2.6GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i5-11400
428,Intel Core i5 11500H,9505,6,12,2.4-2.9GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i5-11500h
429,AMD Ryzen 5 3600X,9493,6,12,3.8GHz,2019.07,https://www.topcpu.net/cpu/amd-ryzen-5-3600x
430,AMD Ryzen 5 5600HS,9439,6,12,3.0GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-5-5600hs
431,Intel Core i7 9700K,9416,8,8,3.6GHz,2018.10,https://www.topcpu.net/cpu/intel-core-i7-9700k
432,Intel Core i9 10885H,9395,8,16,2.4GHz,2020.04,https://www.topcpu.net/cpu/intel-core-i9-10885h
433,AMD Ryzen 5 4600G,9332,6,12,3.7GHz,2020.07,https://www.topcpu.net/cpu/amd-ryzen-5-4600g
434,Intel Core i5 11400H,9315,6,12,2.2-2.7GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i5-11400h
435,AMD Ryzen 5 4500,9298,6,12,3.6GHz,2022.04,https://www.topcpu.net/cpu/amd-ryzen-5-4500
436,Intel Core i5 1250P,9258,12,16,1.7GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i5-1250p
437,Intel Core i7 1365U,9252,10,12,1.8GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-1365u
438,AMD Ryzen 5 3600,9245,6,12,3.6GHz,2019.07,https://www.topcpu.net/cpu/amd-ryzen-5-3600
439,Intel Core i5 1240P,9235,12,16,1.7GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i5-1240p
440,AMD Ryzen 7 1800X,9232,8,16,3.6GHz,2017.03,https://www.topcpu.net/cpu/amd-ryzen-7-1800x
441,Intel Core i7 1355U,9222,10,12,1.7GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-1355u
442,AMD Ryzen 5 Pro 4650G,9173,6,12,3.7GHz,2020.07,https://www.topcpu.net/cpu/amd-ryzen-5-pro-4650g
443,Apple A18 Pro (MacBook),9093,6,6,2GHz,2024.09,https://www.topcpu.net/cpu/apple-a18-pro-macbook
444,Intel Core i7 9700KF,9090,8,8,3.6GHz,2019.01,https://www.topcpu.net/cpu/intel-core-i7-9700kf
445,AMD Ryzen 3 8440U,9084,4,8,3.0GHz,2023.12,https://www.topcpu.net/cpu/amd-ryzen-3-8440u
446,Intel Core i3 14100,9077,4,8,3.5GHz,2024.01,https://www.topcpu.net/cpu/intel-core-i3-14100
447,Intel Core 5 120U,9074,10,12,1.4GHz,2024.01,https://www.topcpu.net/cpu/intel-core-5-120u
448,AMD Ryzen 5 6600HS,9045,6,12,3.3GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-5-6600hs
449,AMD Ryzen Threadripper 1900X,8979,8,16,3.8GHz,2017.08,https://www.topcpu.net/cpu/amd-ryzen-threadripper-1900x
450,AMD Ryzen 3 7440U,8966,4,8,3.0GHz,2023.10,https://www.topcpu.net/cpu/amd-ryzen-3-7440u
451,AMD Ryzen 7 5700U,8959,8,16,1.8GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-7-5700u
452,Intel Core i5 11260H,8943,6,12,2.1-2.6GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i5-11260h
453,AMD Ryzen 5 4600HS,8931,6,12,3.0GHz,2020.01,https://www.topcpu.net/cpu/amd-ryzen-5-4600hs
454,Intel Core i5 10600,8925,6,12,3.3GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i5-10600
455,Intel Core i5 1335U,8887,10,12,1.3GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-1335u
456,Intel Core i7 10875H,8877,8,16,2.3GHz,2020.04,https://www.topcpu.net/cpu/intel-core-i7-10875h
457,AMD Ryzen 7 2700,8871,8,16,3.2GHz,2018.04,https://www.topcpu.net/cpu/amd-ryzen-7-2700
458,Intel Core i3 13100F,8814,4,8,3.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i3-13100f
459,Intel Core i5 1334U,8811,10,12,1.3GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-1334u
460,AMD Ryzen AI 5 430,8811,4,8,2.0GHz,2026.01,https://www.topcpu.net/cpu/amd-ryzen-ai-5-430
461,Intel Core Ultra 5 335,8775,8,8,2.2GHz,2026.01,https://www.topcpu.net/cpu/intel-core-ultra-5-335
462,AMD Ryzen 5 Pro 6650U,8769,6,12,2.9GHz,2023.04,https://www.topcpu.net/cpu/amd-ryzen-5-pro-6650u
463,Intel Core i3 14100F,8756,4,8,3.5GHz,2024.01,https://www.topcpu.net/cpu/intel-core-i3-14100f
464,AMD Ryzen 7 1700X,8737,8,16,3.4GHz,2017.03,https://www.topcpu.net/cpu/amd-ryzen-7-1700x
465,Intel Core i7 8700K,8734,6,12,3.7GHz,2017.10,https://www.topcpu.net/cpu/intel-core-i7-8700k
466,Intel Core i9 9880H,8673,8,16,2.3GHz,2019.04,https://www.topcpu.net/cpu/intel-core-i9-9880h
