排名,名称,跑分,规格,上市时间,详情页
117,Qualcomm Snapdragon 6s Gen 3,500600,8C @ 2300MHz  - 2024.06,2024.06,https://www.topcpu.net/cpu/qualcomm-snapdragon-6s-gen-3
118,HiSilicon Kirin 820,498005,8C @ 2360MHz  - 2020.03,2020.03,https://www.topcpu.net/cpu/hisilicon-kirin-820
119,MediaTek Dimensity 7025,495066,8C @ 2500MHz  - 2024.04,2024.04,https://www.topcpu.net/cpu/mediatek-dimensity-7025
120,Unisoc T820,492038,8C @ 2700MHz  - 2022.11,2022.11,https://www.topcpu.net/cpu/unisoc-t820
121,MediaTek Dimensity 820,489218,8C @ 2600MHz  - 2020.05,2020.05,https://www.topcpu.net/cpu/mediatek-dimensity-820
122,Samsung Exynos 1280,481288,8C @ 2400MHz  - 2022.03,2022.03,https://www.topcpu.net/cpu/samsung-exynos-1280
123,Qualcomm Snapdragon 768G,480375,8C @ 2800MHz  - 2020.05,2020.05,https://www.topcpu.net/cpu/qualcomm-snapdragon-768g
124,Unisoc T8300,479599,8C @ 2200MHz  - 2025.03,2025.03,https://www.topcpu.net/cpu/unisoc-t8300
125,MediaTek Dimensity 7060,475940,8C @ 2600MHz  - 2025.05,2025.05,https://www.topcpu.net/cpu/mediatek-dimensity-7060
126,Samsung Exynos 9810,472858,8C @ 2900MHz  - 2018.01,2018.01,https://www.topcpu.net/cpu/samsung-exynos-9810
127,MediaTek Dimensity 7020,471522,8C @ 2200MHz  - 2023.05,2023.05,https://www.topcpu.net/cpu/mediatek-dimensity-7020
128,MediaTek Dimensity 930,465671,8C @ 2200MHz  - 2022.05,2022.05,https://www.topcpu.net/cpu/mediatek-dimensity-930
129,Qualcomm Snapdragon 4 Gen 4,463277,8C @ 2300MHz  - 2025.12,2025.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-4-gen-4
130,Unisoc T760,450189,8C @ 2200MHz  - 2024.07,2024.07,https://www.topcpu.net/cpu/unisoc-t760
131,Qualcomm Snapdragon 845,448489,8C @ 2800MHz  - 2017.12,2017.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-845
132,MediaTek Dimensity 6300,447617,8C @ 2400MHz  - 2024.04,2024.04,https://www.topcpu.net/cpu/mediatek-dimensity-6300
133,MediaTek Dimensity 6400,446033,8C @ 2500MHz  - 2025.02,2025.02,https://www.topcpu.net/cpu/mediatek-dimensity-6400
134,MediaTek Helio G200,444826,8C @ 2200MHz  - 2025.05,2025.05,https://www.topcpu.net/cpu/mediatek-helio-g200
135,Qualcomm Snapdragon 750G,441755,8C @ 2200MHz  - 2020.09,2020.09,https://www.topcpu.net/cpu/qualcomm-snapdragon-750g
136,Qualcomm Snapdragon 695,441369,8C @ 2200MHz  - 2021.10,2021.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-695
137,MediaTek Helio G100,437198,8C @ 2200MHz  - 2024.08,2024.08,https://www.topcpu.net/cpu/mediatek-helio-g100
138,MediaTek Dimensity 800U,434499,8C @ 2400MHz  - 2020.08,2020.08,https://www.topcpu.net/cpu/mediatek-dimensity-800u
139,Samsung Exynos 980,433794,8C @ 2200MHz  - 2019.09,2019.09,https://www.topcpu.net/cpu/samsung-exynos-980
140,MediaTek Dimensity 810,433200,8C @ 2400MHz  - 2021.08,2021.08,https://www.topcpu.net/cpu/mediatek-dimensity-810
141,Qualcomm Snapdragon 4 Gen 1,431521,8C @ 2000MHz  - 2022.10,2022.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-4-gen-1
142,Qualcomm Snapdragon 4 Gen 2,428143,8C @ 2200MHz  - 2023.06,2023.06,https://www.topcpu.net/cpu/qualcomm-snapdragon-4-gen-2
143,Samsung Exynos 1330,427116,8C @ 2400MHz  - 2023.02,2023.02,https://www.topcpu.net/cpu/samsung-exynos-1330
144,MediaTek Dimensity 6020,423261,8C @ 2200MHz  - 2023.03,2023.03,https://www.topcpu.net/cpu/mediatek-dimensity-6020
145,MediaTek Dimensity 6080,423165,8C @ 2400MHz  - 2023.06,2023.06,https://www.topcpu.net/cpu/mediatek-dimensity-6080
146,HiSilicon Kirin 810,418563,8C @ 2270MHz  - 2019.06,2019.06,https://www.topcpu.net/cpu/hisilicon-kirin-810
147,MediaTek Helio G99,415167,8C @ 2200MHz  - 2022.05,2022.05,https://www.topcpu.net/cpu/mediatek-helio-g99
148,MediaTek Helio P90,414755,8C @ 2200MHz  - 2018.11,2018.11,https://www.topcpu.net/cpu/mediatek-helio-p90
149,Qualcomm Snapdragon 6s 4G Gen 2,413497,8C @ 2900MHz  - 2025.12,2025.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-6s-4g-gen-2
150,MediaTek Dimensity 6100 Plus,413197,8C @ 2200MHz  - 2023.07,2023.07,https://www.topcpu.net/cpu/mediatek-dimensity-6100-plus
151,MediaTek Helio G95,411214,8C @ 2050MHz  - 2020.09,2020.09,https://www.topcpu.net/cpu/mediatek-helio-g95
152,Apple A11 Bionic,409550,6C @ 2390MHz  - 2017.09,2017.09,https://www.topcpu.net/cpu/apple-a11-bionic
153,Qualcomm Snapdragon 732G,401633,8C @ 2300MHz  - 2020.08,2020.08,https://www.topcpu.net/cpu/qualcomm-snapdragon-732g
154,MediaTek Dimensity 700,393125,8C @ 2200MHz  - 2020.11,2020.11,https://www.topcpu.net/cpu/mediatek-dimensity-700
155,MediaTek Dimensity 720,391528,8C @ 2000MHz  - 2020.07,2020.07,https://www.topcpu.net/cpu/mediatek-dimensity-720
156,Qualcomm Snapdragon 765G,390350,8C @ 2400MHz  - 2019.12,2019.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-765g
157,Qualcomm Snapdragon 720G,389314,8C @ 2300MHz  - 2020.01,2020.01,https://www.topcpu.net/cpu/qualcomm-snapdragon-720g
158,MediaTek Helio G96,388043,8C @ 2050MHz  - 2021.06,2021.06,https://www.topcpu.net/cpu/mediatek-helio-g96
159,Qualcomm Snapdragon 4s Gen 2,383772,8C @ 2000MHz  - 2024.07,2024.07,https://www.topcpu.net/cpu/qualcomm-snapdragon-4s-gen-2
160,Qualcomm Snapdragon 480,367439,8C @ 2000MHz  - 2021.01,2021.01,https://www.topcpu.net/cpu/qualcomm-snapdragon-480
161,Qualcomm Snapdragon 730,367428,8C @ 2200MHz  - 2019.04,2019.04,https://www.topcpu.net/cpu/qualcomm-snapdragon-730
162,Qualcomm Snapdragon 690,365230,8C @ 2000MHz  - 2020.06,2020.06,https://www.topcpu.net/cpu/qualcomm-snapdragon-690
163,Qualcomm Snapdragon 480 Plus,363972,8C @ 2200MHz  - 2021.10,2021.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-480-plus
164,Qualcomm Snapdragon 730G,363446,8C @ 2200MHz  - 2019.04,2019.04,https://www.topcpu.net/cpu/qualcomm-snapdragon-730g
165,MediaTek Helio G90T,357644,8C @ 2050MHz  - 2019.07,2019.07,https://www.topcpu.net/cpu/mediatek-helio-g90t
166,HiSilicon Kirin 970,355946,8C @ 2360MHz  - 2017.09,2017.09,https://www.topcpu.net/cpu/hisilicon-kirin-970
167,Qualcomm Snapdragon 685,354293,8C @ 2800MHz  - 2023.03,2023.03,https://www.topcpu.net/cpu/qualcomm-snapdragon-685
168,Apple A10 Fusion,347439,4C @ 2340MHz  - 2016.09,2016.09,https://www.topcpu.net/cpu/apple-a10-fusion
169,Qualcomm Snapdragon 678,340607,8C @ 2200MHz  - 2020.12,2020.12,https://www.topcpu.net/cpu/qualcomm-snapdragon-678
170,Qualcomm Snapdragon 835,339384,8C @ 2450MHz  - 2016.11,2016.11,https://www.topcpu.net/cpu/qualcomm-snapdragon-835
171,Unisoc Tiger T620,336384,8C @ 2200MHz  - 2024.08,2024.08,https://www.topcpu.net/cpu/unisoc-tiger-t620
172,Qualcomm Snapdragon 675,334455,8C @ 2000MHz  - 2018.10,2018.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-675
